project_id,user_id,title,role,status,duration_days,tech_stack,start_date
p_00340,u_0079,Project 340,Backend Engineer,completed,24,Microservices,2025-04-06
p_00341,u_0079,Project 341,Backend Engineer,completed,30,System Design,2025-02-12
p_00342,u_0080,Project 342,Frontend Engineer,completed,23,React,2025-11-10
p_00343,u_0080,Project 343,Frontend Engineer,completed,68,HTML/CSS,2024-09-07
p_00344,u_0080,Project 344,Frontend Engineer,completed,106,Node.js,2025-02-17
p_00345,u_0080,Project 345,Frontend Engineer,completed,88,Docker,2025-10-31
p_00346,u_0080,Project 346,Frontend Engineer,completed,108,REST APIs,2024-12-03
p_00347,u_0080,Project 347,Frontend Engineer,completed,64,React,2024-08-27
p_00348,u_0080,Project 348,Frontend Engineer,completed,104,System Design,2025-04-20
p_00349,u_0081,Project 349,ML Engineer,completed,57,SQL,2025-01-05
p_00350,u_0081,Project 350,ML Engineer,completed,109,MongoDB,2025-02-23
p_00351,u_0081,Project 351,ML Engineer,in_progress,27,HTML/CSS,2025-12-02
p_00352,u_0081,Project 352,ML Engineer,completed,64,TypeScript,2024-06-16
p_00353,u_0081,Project 353,ML Engineer,completed,75,REST APIs,2025-07-22
p_00354,u_0081,Project 354,ML Engineer,in_progress,109,MongoDB,2025-10-14
p_00355,u_0081,Project 355,ML Engineer,completed,118,MongoDB,2025-06-07
p_00356,u_0081,Project 356,ML Engineer,completed,102,Unit Testing,2025-04-08
p_00357,u_0082,Project 357,ML Engineer,completed,118,Python,2024-12-12
p_00358,u_0083,Project 358,ML Engineer,completed,69,Kubernetes,2024-12-15
p_00359,u_0084,Project 359,ML Engineer,completed,16,TypeScript,2024-11-20
p_00360,u_0084,Project 360,ML Engineer,in_progress,108,REST APIs,2025-10-12
p_00361,u_0084,Project 361,ML Engineer,completed,71,Node.js,2025-02-06
p_00362,u_0084,Project 362,ML Engineer,completed,86,Unit Testing,2024-07-25
p_00363,u_0084,Project 363,ML Engineer,completed,27,HTML/CSS,2025-08-02
p_00364,u_0084,Project 364,ML Engineer,in_progress,108,Node.js,2026-02-03
p_00365,u_0084,Project 365,ML Engineer,completed,51,React,2025-10-15
p_00366,u_0084,Project 366,ML Engineer,completed,79,Node.js,2026-02-19
p_00367,u_0085,Project 367,Backend Engineer,completed,68,Node.js,2025-04-22
p_00368,u_0085,Project 368,Backend Engineer,completed,48,HTML/CSS,2025-09-30
p_00369,u_0085,Project 369,Backend Engineer,completed,93,CI/CD,2025-09-05
p_00370,u_0085,Project 370,Backend Engineer,completed,16,SQL,2025-03-24
p_00371,u_0085,Project 371,Backend Engineer,completed,74,CI/CD,2025-08-25
p_00372,u_0085,Project 372,Backend Engineer,completed,42,Node.js,2025-05-16
p_00373,u_0086,Project 373,Backend Engineer,completed,63,HTML/CSS,2026-04-02
p_00374,u_0086,Project 374,Backend Engineer,completed,115,Microservices,2024-11-15
p_00375,u_0086,Project 375,Backend Engineer,completed,50,Docker,2025-10-10
p_00376,u_0086,Project 376,Backend Engineer,completed,39,SQL,2026-02-13
p_00377,u_0086,Project 377,Backend Engineer,completed,115,HTML/CSS,2025-10-21
p_00378,u_0086,Project 378,Backend Engineer,completed,40,Kubernetes,2024-07-21
p_00379,u_0087,Project 379,DevOps Engineer,completed,36,Redis,2024-07-05
p_00380,u_0087,Project 380,DevOps Engineer,completed,57,HTML/CSS,2024-09-27
p_00381,u_0087,Project 381,DevOps Engineer,completed,29,Kubernetes,2025-01-18
p_00382,u_0087,Project 382,DevOps Engineer,completed,57,CI/CD,2024-07-20
p_00383,u_0087,Project 383,DevOps Engineer,completed,85,GraphQL,2024-11-04
p_00384,u_0088,Project 384,Full-Stack Engineer,completed,110,TypeScript,2024-09-19
p_00385,u_0088,Project 385,Full-Stack Engineer,completed,92,TypeScript,2025-12-30
p_00386,u_0088,Project 386,Full-Stack Engineer,completed,27,SQL,2026-03-10
p_00387,u_0088,Project 387,Full-Stack Engineer,completed,40,CI/CD,2024-11-10
p_00388,u_0088,Project 388,Full-Stack Engineer,completed,104,REST APIs,2025-11-03
p_00389,u_0088,Project 389,Full-Stack Engineer,completed,26,FastAPI,2026-03-27
p_00390,u_0088,Project 390,Full-Stack Engineer,completed,118,FastAPI,2024-10-06
p_00391,u_0088,Project 391,Full-Stack Engineer,in_progress,70,HTML/CSS,2024-06-09
p_00392,u_0088,Project 392,Full-Stack Engineer,completed,117,Microservices,2025-05-18
p_00393,u_0089,Project 393,Backend Engineer,completed,110,HTML/CSS,2025-06-07
p_00394,u_0089,Project 394,Backend Engineer,completed,45,FastAPI,2025-11-27
p_00395,u_0089,Project 395,Backend Engineer,completed,43,FastAPI,2025-08-16
p_00396,u_0089,Project 396,Backend Engineer,completed,66,REST APIs,2025-11-13
p_00397,u_0090,Project 397,DevOps Engineer,completed,15,Redis,2024-08-13
p_00398,u_0090,Project 398,DevOps Engineer,completed,54,Unit Testing,2024-11-18
p_00399,u_0090,Project 399,DevOps Engineer,completed,64,React,2026-03-21
p_00400,u_0090,Project 400,DevOps Engineer,completed,87,React,2026-03-11
p_00401,u_0090,Project 401,DevOps Engineer,cancelled,116,Redis,2025-04-01
p_00402,u_0091,Project 402,Full-Stack Engineer,completed,54,CI/CD,2024-06-11
p_00403,u_0091,Project 403,Full-Stack Engineer,completed,81,MongoDB,2024-10-31
p_00404,u_0091,Project 404,Full-Stack Engineer,completed,71,AWS,2025-12-12
p_00405,u_0091,Project 405,Full-Stack Engineer,completed,93,REST APIs,2025-05-22
p_00406,u_0091,Project 406,Full-Stack Engineer,in_progress,114,Unit Testing,2024-12-22
p_00407,u_0091,Project 407,Full-Stack Engineer,in_progress,24,React,2025-12-05
p_00408,u_0092,Project 408,DevOps Engineer,cancelled,50,AWS,2024-09-06
p_00409,u_0092,Project 409,DevOps Engineer,completed,53,Redis,2025-05-17
p_00410,u_0092,Project 410,DevOps Engineer,completed,34,Python,2024-07-01
p_00411,u_0092,Project 411,DevOps Engineer,in_progress,83,Node.js,2025-02-22
p_00412,u_0092,Project 412,DevOps Engineer,completed,113,System Design,2025-08-09
p_00413,u_0092,Project 413,DevOps Engineer,cancelled,28,React,2025-06-19
p_00414,u_0093,Project 414,Full-Stack Engineer,completed,29,REST APIs,2025-04-04
p_00415,u_0093,Project 415,Full-Stack Engineer,completed,14,REST APIs,2025-05-16
p_00416,u_0093,Project 416,Full-Stack Engineer,cancelled,117,Node.js,2026-01-03
p_00417,u_0093,Project 417,Full-Stack Engineer,completed,94,Kubernetes,2026-02-02
p_00418,u_0093,Project 418,Full-Stack Engineer,completed,52,System Design,2026-01-10
p_00419,u_0094,Project 419,Full-Stack Engineer,completed,27,PostgreSQL,2025-11-13
p_00420,u_0094,Project 420,Full-Stack Engineer,completed,119,CI/CD,2025-09-11
p_00421,u_0094,Project 421,Full-Stack Engineer,completed,105,HTML/CSS,2025-07-29
p_00422,u_0094,Project 422,Full-Stack Engineer,completed,21,HTML/CSS,2024-10-14
p_00423,u_0095,Project 423,Full-Stack Engineer,completed,81,Unit Testing,2026-01-26
p_00424,u_0095,Project 424,Full-Stack Engineer,completed,113,Unit Testing,2025-02-28
p_00425,u_0095,Project 425,Full-Stack Engineer,completed,95,HTML/CSS,2025-08-27
p_00426,u_0095,Project 426,Full-Stack Engineer,completed,76,HTML/CSS,2024-11-16
p_00427,u_0096,Project 427,Frontend Engineer,completed,104,Redis,2025-11-26
p_00428,u_0097,Project 428,Full-Stack Engineer,completed,34,Kubernetes,2025-06-16
p_00429,u_0097,Project 429,Full-Stack Engineer,in_progress,29,MongoDB,2025-07-26
p_00430,u_0097,Project 430,Full-Stack Engineer,completed,61,Node.js,2025-03-26
p_00431,u_0097,Project 431,Full-Stack Engineer,completed,33,TypeScript,2025-06-18
p_00432,u_0098,Project 432,Full-Stack Engineer,completed,115,FastAPI,2024-10-26
p_00433,u_0098,Project 433,Full-Stack Engineer,completed,67,React,2025-04-11
p_00434,u_0098,Project 434,Full-Stack Engineer,in_progress,41,SQL,2025-10-16
p_00435,u_0098,Project 435,Full-Stack Engineer,completed,84,CI/CD,2024-08-11
p_00436,u_0098,Project 436,Full-Stack Engineer,in_progress,67,Microservices,2026-01-10
p_00437,u_0099,Project 437,DevOps Engineer,completed,106,MongoDB,2024-10-16
p_00438,u_0099,Project 438,DevOps Engineer,completed,78,REST APIs,2025-09-06
p_00439,u_0099,Project 439,DevOps Engineer,completed,33,PostgreSQL,2024-09-02
p_00440,u_0099,Project 440,DevOps Engineer,completed,99,MongoDB,2025-07-27
p_00441,u_0099,Project 441,DevOps Engineer,completed,64,PostgreSQL,2025-12-08
p_00442,u_0099,Project 442,DevOps Engineer,completed,99,REST APIs,2025-03-14
p_00443,u_0100,Project 443,Backend Engineer,completed,115,System Design,2025-12-29
p_00444,u_0100,Project 444,Backend Engineer,completed,96,Kubernetes,2024-08-29
p_00445,u_0100,Project 445,Backend Engineer,completed,93,Kubernetes,2026-01-14
p_00446,u_0100,Project 446,Backend Engineer,completed,86,Redis,2024-12-13
p_00447,u_0100,Project 447,Backend Engineer,completed,78,Python,2024-10-04
p_00448,u_0100,Project 448,Backend Engineer,completed,82,SQL,2024-06-22
p_00449,u_0101,Project 449,Full-Stack Engineer,completed,117,Kubernetes,2026-02-14
p_00450,u_0101,Project 450,Full-Stack Engineer,completed,89,React,2025-10-19
p_00451,u_0101,Project 451,Full-Stack Engineer,in_progress,16,PostgreSQL,2025-08-24
p_00452,u_0101,Project 452,Full-Stack Engineer,completed,17,Redis,2025-04-23
p_00453,u_0102,Project 453,Full-Stack Engineer,cancelled,83,SQL,2025-03-22
p_00454,u_0102,Project 454,Full-Stack Engineer,completed,46,Docker,2024-11-07
p_00455,u_0102,Project 455,Full-Stack Engineer,completed,66,SQL,2024-08-02
p_00456,u_0102,Project 456,Full-Stack Engineer,completed,55,SQL,2024-06-30
p_00457,u_0102,Project 457,Full-Stack Engineer,completed,52,Unit Testing,2024-09-12
p_00458,u_0103,Project 458,Backend Engineer,completed,119,TypeScript,2024-07-26
p_00459,u_0103,Project 459,Backend Engineer,completed,110,MongoDB,2026-01-24
p_00460,u_0103,Project 460,Backend Engineer,completed,79,Redis,2025-07-02
p_00461,u_0103,Project 461,Backend Engineer,in_progress,48,React,2025-04-24
p_00462,u_0103,Project 462,Backend Engineer,completed,66,Docker,2025-10-11
p_00463,u_0103,Project 463,Backend Engineer,completed,95,Git,2024-06-22
p_00464,u_0103,Project 464,Backend Engineer,completed,89,TypeScript,2025-02-10
p_00465,u_0103,Project 465,Backend Engineer,completed,97,FastAPI,2025-04-10
p_00466,u_0104,Project 466,Backend Engineer,in_progress,78,AWS,2024-10-26
p_00467,u_0104,Project 467,Backend Engineer,completed,35,Git,2025-12-05
p_00468,u_0104,Project 468,Backend Engineer,in_progress,85,REST APIs,2024-07-15
p_00469,u_0104,Project 469,Backend Engineer,completed,73,MongoDB,2025-03-26
p_00470,u_0104,Project 470,Backend Engineer,completed,35,Python,2024-08-03
p_00471,u_0104,Project 471,Backend Engineer,in_progress,75,GraphQL,2026-02-05
p_00472,u_0105,Project 472,Frontend Engineer,completed,79,System Design,2024-07-19
p_00473,u_0105,Project 473,Frontend Engineer,completed,82,Node.js,2024-08-13
p_00474,u_0105,Project 474,Frontend Engineer,completed,64,TypeScript,2024-10-24
p_00475,u_0105,Project 475,Frontend Engineer,completed,49,HTML/CSS,2025-01-04
p_00476,u_0105,Project 476,Frontend Engineer,completed,116,PostgreSQL,2025-05-19
p_00477,u_0105,Project 477,Frontend Engineer,completed,110,REST APIs,2025-03-09
p_00478,u_0106,Project 478,Backend Engineer,completed,90,PostgreSQL,2024-06-19
p_00479,u_0106,Project 479,Backend Engineer,in_progress,31,Python,2026-02-16
p_00480,u_0106,Project 480,Backend Engineer,completed,15,SQL,2025-07-31
p_00481,u_0106,Project 481,Backend Engineer,completed,103,Microservices,2025-07-10
p_00482,u_0106,Project 482,Backend Engineer,completed,114,Docker,2025-12-06
p_00483,u_0107,Project 483,DevOps Engineer,in_progress,62,MongoDB,2025-06-04
p_00484,u_0107,Project 484,DevOps Engineer,completed,112,Python,2024-10-08
p_00485,u_0107,Project 485,DevOps Engineer,completed,38,REST APIs,2024-06-12
p_00486,u_0107,Project 486,DevOps Engineer,completed,16,GraphQL,2025-06-04
p_00487,u_0107,Project 487,DevOps Engineer,completed,118,MongoDB,2026-03-05
p_00488,u_0108,Project 488,Backend Engineer,in_progress,18,GraphQL,2025-10-20
p_00489,u_0108,Project 489,Backend Engineer,in_progress,104,MongoDB,2025-01-03
p_00490,u_0109,Project 490,DevOps Engineer,in_progress,86,Redis,2025-10-21
p_00491,u_0110,Project 491,DevOps Engineer,completed,22,Node.js,2024-10-12
p_00492,u_0110,Project 492,DevOps Engineer,completed,30,GraphQL,2026-01-07
p_00493,u_0110,Project 493,DevOps Engineer,in_progress,80,GraphQL,2024-12-16
p_00494,u_0110,Project 494,DevOps Engineer,in_progress,16,Kubernetes,2026-02-22
p_00495,u_0110,Project 495,DevOps Engineer,completed,85,REST APIs,2024-06-05
p_00496,u_0110,Project 496,DevOps Engineer,in_progress,96,React,2025-04-29
p_00497,u_0110,Project 497,DevOps Engineer,completed,66,GraphQL,2024-10-05
p_00498,u_0110,Project 498,DevOps Engineer,completed,73,Microservices,2025-06-08
p_00499,u_0110,Project 499,DevOps Engineer,completed,19,Git,2024-07-21
p_00500,u_0110,Project 500,DevOps Engineer,completed,67,Kubernetes,2025-09-05
p_00501,u_0111,Project 501,Frontend Engineer,completed,87,Python,2025-01-20
p_00502,u_0111,Project 502,Frontend Engineer,cancelled,68,Docker,2025-02-13
p_00503,u_0111,Project 503,Frontend Engineer,completed,56,System Design,2024-08-06
p_00504,u_0111,Project 504,Frontend Engineer,completed,26,Python,2025-10-07
p_00505,u_0111,Project 505,Frontend Engineer,completed,17,Node.js,2026-03-06
p_00506,u_0111,Project 506,Frontend Engineer,in_progress,46,Git,2024-09-21
p_00507,u_0111,Project 507,Frontend Engineer,completed,57,React,2025-05-10
p_00508,u_0111,Project 508,Frontend Engineer,completed,44,Docker,2026-02-07
p_00509,u_0112,Project 509,Full-Stack Engineer,completed,24,React,2024-07-07
p_00510,u_0112,Project 510,Full-Stack Engineer,completed,102,Docker,2024-10-11
p_00511,u_0112,Project 511,Full-Stack Engineer,completed,116,REST APIs,2024-07-29
p_00512,u_0112,Project 512,Full-Stack Engineer,completed,94,HTML/CSS,2024-08-09
p_00513,u_0112,Project 513,Full-Stack Engineer,completed,21,Kubernetes,2024-07-26
p_00514,u_0112,Project 514,Full-Stack Engineer,completed,62,Unit Testing,2024-09-09
p_00515,u_0113,Project 515,Backend Engineer,completed,93,Python,2025-09-10
p_00516,u_0113,Project 516,Backend Engineer,completed,115,HTML/CSS,2026-02-28
p_00517,u_0113,Project 517,Backend Engineer,completed,57,Python,2025-09-10
p_00518,u_0113,Project 518,Backend Engineer,completed,89,AWS,2024-09-21
p_00519,u_0113,Project 519,Backend Engineer,completed,90,Docker,2026-01-31
p_00520,u_0113,Project 520,Backend Engineer,completed,38,Node.js,2024-10-10
p_00521,u_0114,Project 521,DevOps Engineer,completed,93,REST APIs,2024-12-10
p_00522,u_0114,Project 522,DevOps Engineer,completed,116,React,2024-08-03
p_00523,u_0114,Project 523,DevOps Engineer,completed,88,HTML/CSS,2025-11-10
p_00524,u_0115,Project 524,Frontend Engineer,in_progress,113,FastAPI,2024-10-31
p_00525,u_0115,Project 525,Frontend Engineer,completed,91,PostgreSQL,2025-03-28
p_00526,u_0115,Project 526,Frontend Engineer,completed,15,Redis,2026-01-24
p_00527,u_0116,Project 527,DevOps Engineer,completed,120,Kubernetes,2024-07-28
p_00528,u_0116,Project 528,DevOps Engineer,completed,39,AWS,2026-03-20
p_00529,u_0116,Project 529,DevOps Engineer,in_progress,114,Docker,2025-05-18
p_00530,u_0117,Project 530,ML Engineer,completed,88,Node.js,2025-05-12
p_00531,u_0117,Project 531,ML Engineer,completed,67,PostgreSQL,2024-11-16
p_00532,u_0117,Project 532,ML Engineer,completed,115,React,2025-10-23
p_00533,u_0117,Project 533,ML Engineer,completed,14,Git,2025-01-24
p_00534,u_0117,Project 534,ML Engineer,completed,41,Git,2025-10-08
p_00535,u_0117,Project 535,ML Engineer,completed,118,PostgreSQL,2025-06-22
p_00536,u_0118,Project 536,Backend Engineer,completed,23,CI/CD,2024-07-03
p_00537,u_0118,Project 537,Backend Engineer,completed,32,System Design,2025-08-27
p_00538,u_0118,Project 538,Backend Engineer,completed,88,CI/CD,2024-07-17
p_00539,u_0118,Project 539,Backend Engineer,cancelled,39,AWS,2025-03-20
p_00540,u_0118,Project 540,Backend Engineer,completed,47,SQL,2025-05-16
p_00541,u_0118,Project 541,Backend Engineer,in_progress,45,SQL,2024-12-20
p_00542,u_0119,Project 542,ML Engineer,completed,100,FastAPI,2025-06-26
p_00543,u_0119,Project 543,ML Engineer,completed,28,PostgreSQL,2025-01-04
p_00544,u_0119,Project 544,ML Engineer,completed,44,CI/CD,2025-06-19
p_00545,u_0119,Project 545,ML Engineer,completed,81,MongoDB,2025-08-21
p_00546,u_0120,Project 546,DevOps Engineer,in_progress,30,AWS,2024-12-16
p_00547,u_0120,Project 547,DevOps Engineer,completed,102,CI/CD,2025-04-24
p_00548,u_0120,Project 548,DevOps Engineer,completed,95,Git,2024-07-20
p_00549,u_0121,Project 549,ML Engineer,completed,55,Git,2024-07-27
p_00550,u_0121,Project 550,ML Engineer,completed,49,FastAPI,2025-11-05
p_00551,u_0121,Project 551,ML Engineer,in_progress,76,AWS,2024-08-25
p_00552,u_0121,Project 552,ML Engineer,completed,115,MongoDB,2024-08-08
p_00553,u_0122,Project 553,ML Engineer,completed,73,SQL,2025-04-28
p_00554,u_0122,Project 554,ML Engineer,completed,81,Microservices,2025-10-22
p_00555,u_0122,Project 555,ML Engineer,completed,88,Unit Testing,2026-03-18
p_00556,u_0122,Project 556,ML Engineer,in_progress,88,React,2025-01-01
p_00557,u_0122,Project 557,ML Engineer,completed,39,REST APIs,2025-01-29
p_00558,u_0122,Project 558,ML Engineer,completed,53,HTML/CSS,2025-06-24
p_00559,u_0123,Project 559,DevOps Engineer,completed,31,Docker,2025-04-01
p_00560,u_0123,Project 560,DevOps Engineer,completed,59,Git,2026-01-21
p_00561,u_0123,Project 561,DevOps Engineer,completed,79,MongoDB,2025-05-13
p_00562,u_0123,Project 562,DevOps Engineer,completed,73,HTML/CSS,2025-07-26
p_00563,u_0123,Project 563,DevOps Engineer,completed,77,PostgreSQL,2025-03-09
p_00564,u_0123,Project 564,DevOps Engineer,completed,36,REST APIs,2025-01-28
p_00565,u_0123,Project 565,DevOps Engineer,completed,23,CI/CD,2024-08-26
p_00566,u_0124,Project 566,Backend Engineer,completed,23,CI/CD,2024-07-12
p_00567,u_0124,Project 567,Backend Engineer,completed,56,AWS,2025-05-06
p_00568,u_0124,Project 568,Backend Engineer,completed,109,GraphQL,2024-12-15
p_00569,u_0124,Project 569,Backend Engineer,completed,31,Kubernetes,2025-02-25
p_00570,u_0124,Project 570,Backend Engineer,completed,52,System Design,2025-05-23
p_00571,u_0124,Project 571,Backend Engineer,completed,65,Unit Testing,2026-01-17
p_00572,u_0124,Project 572,Backend Engineer,completed,15,Microservices,2026-04-03
p_00573,u_0125,Project 573,ML Engineer,completed,109,AWS,2025-10-01
p_00574,u_0125,Project 574,ML Engineer,completed,89,Kubernetes,2025-09-25
p_00575,u_0125,Project 575,ML Engineer,completed,73,PostgreSQL,2024-08-29
p_00576,u_0125,Project 576,ML Engineer,completed,38,HTML/CSS,2025-08-04
p_00577,u_0126,Project 577,Frontend Engineer,completed,31,Node.js,2024-10-12
p_00578,u_0127,Project 578,ML Engineer,completed,67,HTML/CSS,2025-07-21
p_00579,u_0127,Project 579,ML Engineer,completed,102,Kubernetes,2025-04-05
p_00580,u_0127,Project 580,ML Engineer,completed,16,Node.js,2024-07-05
p_00581,u_0128,Project 581,DevOps Engineer,completed,91,MongoDB,2026-01-11
p_00582,u_0128,Project 582,DevOps Engineer,in_progress,62,AWS,2025-07-08
p_00583,u_0128,Project 583,DevOps Engineer,completed,63,AWS,2025-10-02
p_00584,u_0128,Project 584,DevOps Engineer,completed,86,REST APIs,2026-03-19
p_00585,u_0128,Project 585,DevOps Engineer,in_progress,25,SQL,2024-09-17
p_00586,u_0128,Project 586,DevOps Engineer,completed,36,React,2026-02-10
p_00587,u_0128,Project 587,DevOps Engineer,completed,37,AWS,2024-08-13
p_00588,u_0129,Project 588,Backend Engineer,completed,81,Docker,2025-09-11
p_00589,u_0129,Project 589,Backend Engineer,completed,80,Python,2024-11-25
p_00590,u_0129,Project 590,Backend Engineer,completed,66,Unit Testing,2024-11-10
p_00591,u_0129,Project 591,Backend Engineer,cancelled,30,Kubernetes,2025-08-05
p_00592,u_0129,Project 592,Backend Engineer,completed,22,Unit Testing,2024-12-31
p_00593,u_0129,Project 593,Backend Engineer,completed,40,System Design,2025-08-19
p_00594,u_0129,Project 594,Backend Engineer,completed,99,Microservices,2024-11-12
p_00595,u_0130,Project 595,Backend Engineer,completed,101,REST APIs,2025-03-12
p_00596,u_0130,Project 596,Backend Engineer,completed,32,REST APIs,2024-08-07
p_00597,u_0130,Project 597,Backend Engineer,completed,91,Git,2025-11-23
p_00598,u_0130,Project 598,Backend Engineer,completed,86,Microservices,2025-09-17
p_00599,u_0130,Project 599,Backend Engineer,completed,19,Docker,2025-03-24
p_00600,u_0130,Project 600,Backend Engineer,completed,72,CI/CD,2025-04-03
p_00601,u_0130,Project 601,Backend Engineer,completed,119,SQL,2025-08-02
p_00602,u_0130,Project 602,Backend Engineer,completed,93,HTML/CSS,2025-09-14
p_00603,u_0130,Project 603,Backend Engineer,completed,98,SQL,2026-01-06
p_00604,u_0131,Project 604,Backend Engineer,in_progress,34,GraphQL,2026-03-08
p_00605,u_0132,Project 605,Full-Stack Engineer,in_progress,66,Kubernetes,2024-10-05
p_00606,u_0132,Project 606,Full-Stack Engineer,cancelled,23,TypeScript,2025-11-01
p_00607,u_0132,Project 607,Full-Stack Engineer,completed,55,HTML/CSS,2025-09-07
p_00608,u_0132,Project 608,Full-Stack Engineer,completed,40,Redis,2024-07-18
p_00609,u_0132,Project 609,Full-Stack Engineer,completed,23,REST APIs,2025-06-28
p_00610,u_0133,Project 610,Backend Engineer,completed,46,TypeScript,2024-10-20
p_00611,u_0133,Project 611,Backend Engineer,completed,109,REST APIs,2025-10-12
p_00612,u_0133,Project 612,Backend Engineer,completed,24,Kubernetes,2025-02-06
p_00613,u_0133,Project 613,Backend Engineer,completed,70,FastAPI,2025-09-28
p_00614,u_0133,Project 614,Backend Engineer,completed,34,SQL,2024-06-21
p_00615,u_0133,Project 615,Backend Engineer,completed,36,System Design,2024-10-08
p_00616,u_0134,Project 616,Backend Engineer,completed,15,GraphQL,2024-11-07
p_00617,u_0134,Project 617,Backend Engineer,completed,36,AWS,2024-07-08
p_00618,u_0134,Project 618,Backend Engineer,in_progress,82,AWS,2025-08-29
p_00619,u_0134,Project 619,Backend Engineer,completed,95,Redis,2026-03-21
p_00620,u_0134,Project 620,Backend Engineer,completed,98,TypeScript,2025-07-07
p_00621,u_0134,Project 621,Backend Engineer,completed,70,React,2026-02-05
p_00622,u_0135,Project 622,Frontend Engineer,in_progress,61,Git,2024-12-24
p_00623,u_0135,Project 623,Frontend Engineer,completed,67,Python,2024-06-17
p_00624,u_0135,Project 624,Frontend Engineer,completed,38,Docker,2025-01-14
p_00625,u_0136,Project 625,Backend Engineer,completed,27,PostgreSQL,2025-04-29
p_00626,u_0136,Project 626,Backend Engineer,completed,38,MongoDB,2025-01-01
p_00627,u_0136,Project 627,Backend Engineer,in_progress,64,HTML/CSS,2024-10-04
p_00628,u_0136,Project 628,Backend Engineer,completed,27,CI/CD,2025-04-30
p_00629,u_0137,Project 629,Backend Engineer,completed,41,REST APIs,2025-01-14
p_00630,u_0137,Project 630,Backend Engineer,completed,118,GraphQL,2026-03-30
p_00631,u_0137,Project 631,Backend Engineer,completed,19,Docker,2025-01-12
p_00632,u_0137,Project 632,Backend Engineer,completed,112,MongoDB,2025-10-27
p_00633,u_0137,Project 633,Backend Engineer,cancelled,27,Kubernetes,2026-01-06
p_00634,u_0137,Project 634,Backend Engineer,completed,26,MongoDB,2025-05-01
p_00635,u_0137,Project 635,Backend Engineer,cancelled,103,Unit Testing,2024-10-17
p_00636,u_0137,Project 636,Backend Engineer,completed,95,PostgreSQL,2025-10-09
p_00637,u_0138,Project 637,Full-Stack Engineer,in_progress,71,Unit Testing,2025-11-08
p_00638,u_0138,Project 638,Full-Stack Engineer,completed,43,Redis,2026-01-25
p_00639,u_0138,Project 639,Full-Stack Engineer,completed,15,Git,2024-06-24
p_00640,u_0138,Project 640,Full-Stack Engineer,completed,29,System Design,2025-01-31
p_00641,u_0138,Project 641,Full-Stack Engineer,completed,110,Git,2026-02-27
p_00642,u_0139,Project 642,ML Engineer,completed,39,FastAPI,2025-06-22
p_00643,u_0139,Project 643,ML Engineer,completed,18,Git,2026-02-05
p_00644,u_0139,Project 644,ML Engineer,cancelled,70,PostgreSQL,2024-10-18
p_00645,u_0140,Project 645,ML Engineer,completed,67,System Design,2024-06-27
p_00646,u_0140,Project 646,ML Engineer,completed,107,PostgreSQL,2025-05-19
p_00647,u_0141,Project 647,Full-Stack Engineer,in_progress,99,Git,2025-01-16
p_00648,u_0141,Project 648,Full-Stack Engineer,completed,62,Redis,2025-04-28
p_00649,u_0141,Project 649,Full-Stack Engineer,completed,94,Python,2024-08-08
p_00650,u_0141,Project 650,Full-Stack Engineer,in_progress,22,AWS,2024-07-26
p_00651,u_0142,Project 651,Full-Stack Engineer,completed,89,Kubernetes,2024-12-29
p_00652,u_0142,Project 652,Full-Stack Engineer,completed,24,HTML/CSS,2025-09-24
p_00653,u_0142,Project 653,Full-Stack Engineer,completed,106,AWS,2025-02-08
p_00654,u_0142,Project 654,Full-Stack Engineer,completed,91,Git,2025-04-09
p_00655,u_0143,Project 655,ML Engineer,in_progress,75,Docker,2025-06-06
p_00656,u_0143,Project 656,ML Engineer,completed,35,Microservices,2025-08-28
p_00657,u_0143,Project 657,ML Engineer,completed,92,HTML/CSS,2024-11-09
p_00658,u_0143,Project 658,ML Engineer,completed,115,Microservices,2024-06-23
p_00659,u_0143,Project 659,ML Engineer,completed,68,Docker,2025-04-06
p_00660,u_0143,Project 660,ML Engineer,completed,33,Kubernetes,2024-11-29
p_00661,u_0144,Project 661,ML Engineer,completed,62,Kubernetes,2026-02-13
p_00662,u_0144,Project 662,ML Engineer,completed,56,FastAPI,2025-09-26
p_00663,u_0144,Project 663,ML Engineer,completed,38,Python,2024-06-16
p_00664,u_0144,Project 664,ML Engineer,in_progress,107,CI/CD,2025-10-19
p_00665,u_0144,Project 665,ML Engineer,completed,67,Unit Testing,2025-06-20
p_00666,u_0144,Project 666,ML Engineer,completed,53,Node.js,2024-08-14
p_00667,u_0144,Project 667,ML Engineer,completed,18,TypeScript,2025-07-02
p_00668,u_0144,Project 668,ML Engineer,in_progress,34,AWS,2025-08-23
p_00669,u_0145,Project 669,ML Engineer,completed,61,React,2026-03-31
p_00670,u_0145,Project 670,ML Engineer,completed,68,Git,2025-02-06
p_00671,u_0146,Project 671,Full-Stack Engineer,completed,96,FastAPI,2025-02-25
p_00672,u_0146,Project 672,Full-Stack Engineer,completed,101,FastAPI,2025-02-18
p_00673,u_0146,Project 673,Full-Stack Engineer,completed,88,SQL,2024-06-15
p_00674,u_0147,Project 674,Backend Engineer,completed,24,Redis,2024-12-13
p_00675,u_0147,Project 675,Backend Engineer,in_progress,35,HTML/CSS,2025-02-16
p_00676,u_0147,Project 676,Backend Engineer,completed,78,Kubernetes,2025-06-29
