perf_id,project_id,user_id,commitment,teamwork,quality,recorded_at
perf_p_00525,p_00525,u_0115,68,56,55,2024-09-16
perf_p_00526,p_00526,u_0115,61,53,60,2024-12-16
perf_p_00527,p_00527,u_0116,49,53,65,2025-02-18
perf_p_00528,p_00528,u_0116,62,68,59,2025-04-30
perf_p_00530,p_00530,u_0117,71,71,70,2025-11-21
perf_p_00531,p_00531,u_0117,79,62,61,2025-10-28
perf_p_00532,p_00532,u_0117,83,64,61,2025-02-14
perf_p_00533,p_00533,u_0117,66,75,72,2025-03-12
perf_p_00534,p_00534,u_0117,71,74,71,2025-10-08
perf_p_00535,p_00535,u_0117,59,61,85,2025-06-21
perf_p_00536,p_00536,u_0118,100,84,65,2025-04-13
perf_p_00537,p_00537,u_0118,75,96,100,2025-04-20
perf_p_00538,p_00538,u_0118,100,97,89,2024-09-11
perf_p_00540,p_00540,u_0118,94,78,100,2024-11-03
perf_p_00542,p_00542,u_0119,83,83,54,2025-07-17
perf_p_00543,p_00543,u_0119,77,65,66,2026-04-07
perf_p_00544,p_00544,u_0119,58,80,63,2026-02-27
perf_p_00545,p_00545,u_0119,62,68,71,2025-04-18
perf_p_00547,p_00547,u_0120,95,63,76,2025-12-02
perf_p_00548,p_00548,u_0120,58,59,61,2025-05-25
perf_p_00549,p_00549,u_0121,66,58,56,2024-10-06
perf_p_00550,p_00550,u_0121,75,83,49,2025-08-31
perf_p_00552,p_00552,u_0121,71,63,27,2025-03-25
perf_p_00553,p_00553,u_0122,59,65,72,2024-09-21
perf_p_00554,p_00554,u_0122,75,78,72,2025-08-13
perf_p_00555,p_00555,u_0122,84,77,73,2025-05-28
perf_p_00557,p_00557,u_0122,70,69,64,2026-01-14
perf_p_00558,p_00558,u_0122,86,43,90,2025-05-28
perf_p_00559,p_00559,u_0123,83,85,76,2026-01-06
perf_p_00560,p_00560,u_0123,82,96,78,2026-01-26
perf_p_00561,p_00561,u_0123,91,96,69,2024-12-26
perf_p_00562,p_00562,u_0123,73,84,79,2025-02-14
perf_p_00563,p_00563,u_0123,82,76,81,2025-01-11
perf_p_00564,p_00564,u_0123,80,95,84,2024-11-13
perf_p_00565,p_00565,u_0123,76,100,74,2024-09-28
perf_p_00566,p_00566,u_0124,100,80,100,2025-08-01
perf_p_00567,p_00567,u_0124,94,84,100,2025-09-21
perf_p_00568,p_00568,u_0124,88,64,82,2025-10-28
perf_p_00569,p_00569,u_0124,77,95,92,2026-02-06
perf_p_00570,p_00570,u_0124,92,92,92,2025-03-06
perf_p_00571,p_00571,u_0124,82,90,89,2025-03-07
perf_p_00572,p_00572,u_0124,100,75,67,2024-09-14
perf_p_00573,p_00573,u_0125,67,81,76,2024-12-08
perf_p_00574,p_00574,u_0125,79,59,61,2025-01-08
perf_p_00575,p_00575,u_0125,77,66,75,2024-10-01
perf_p_00576,p_00576,u_0125,76,71,45,2025-04-21
perf_p_00577,p_00577,u_0126,50,47,73,2025-07-23
perf_p_00578,p_00578,u_0127,55,77,52,2025-03-25
perf_p_00579,p_00579,u_0127,71,53,62,2025-07-01
perf_p_00580,p_00580,u_0127,81,72,72,2025-07-31
perf_p_00581,p_00581,u_0128,67,91,77,2025-07-10
perf_p_00583,p_00583,u_0128,90,81,91,2024-12-14
perf_p_00584,p_00584,u_0128,70,82,68,2025-12-15
perf_p_00586,p_00586,u_0128,95,89,62,2025-03-04
perf_p_00587,p_00587,u_0128,100,86,67,2025-04-14
perf_p_00588,p_00588,u_0129,98,98,84,2025-07-03
perf_p_00589,p_00589,u_0129,94,100,62,2025-06-13
perf_p_00590,p_00590,u_0129,89,100,96,2025-06-02
perf_p_00592,p_00592,u_0129,91,95,97,2025-03-20
perf_p_00593,p_00593,u_0129,84,76,87,2025-08-07
perf_p_00594,p_00594,u_0129,83,95,82,2024-12-27
perf_p_00595,p_00595,u_0130,82,68,61,2024-09-19
perf_p_00596,p_00596,u_0130,90,91,65,2025-03-21
perf_p_00597,p_00597,u_0130,100,89,73,2026-01-02
perf_p_00598,p_00598,u_0130,68,77,63,2026-04-23
perf_p_00599,p_00599,u_0130,89,76,60,2026-01-08
perf_p_00600,p_00600,u_0130,87,75,71,2025-10-26
perf_p_00601,p_00601,u_0130,90,73,100,2025-05-08
perf_p_00602,p_00602,u_0130,85,60,66,2025-06-13
perf_p_00603,p_00603,u_0130,83,91,75,2024-10-10
perf_p_00607,p_00607,u_0132,75,75,61,2026-03-01
perf_p_00608,p_00608,u_0132,84,78,97,2025-01-31
perf_p_00609,p_00609,u_0132,78,76,97,2025-07-24
perf_p_00610,p_00610,u_0133,65,71,60,2025-08-31
perf_p_00611,p_00611,u_0133,66,71,73,2025-03-06
perf_p_00612,p_00612,u_0133,72,68,71,2025-05-10
perf_p_00613,p_00613,u_0133,78,61,65,2026-04-02
perf_p_00614,p_00614,u_0133,66,75,57,2026-01-12
perf_p_00615,p_00615,u_0133,74,73,55,2025-04-16
perf_p_00616,p_00616,u_0134,86,100,75,2025-12-29
perf_p_00617,p_00617,u_0134,85,71,90,2025-01-25
perf_p_00619,p_00619,u_0134,92,80,91,2025-06-27
perf_p_00620,p_00620,u_0134,96,73,74,2024-11-23
perf_p_00621,p_00621,u_0134,94,79,99,2024-10-08
perf_p_00623,p_00623,u_0135,74,83,68,2025-08-25
perf_p_00624,p_00624,u_0135,62,69,66,2025-10-23
perf_p_00625,p_00625,u_0136,84,62,72,2025-04-15
perf_p_00626,p_00626,u_0136,76,68,72,2025-10-09
perf_p_00628,p_00628,u_0136,66,61,64,2026-01-16
perf_p_00629,p_00629,u_0137,93,100,85,2025-11-16
perf_p_00630,p_00630,u_0137,88,91,73,2024-12-04
perf_p_00631,p_00631,u_0137,83,72,95,2025-10-30
perf_p_00632,p_00632,u_0137,84,80,72,2025-10-09
perf_p_00634,p_00634,u_0137,95,81,77,2025-10-27
perf_p_00636,p_00636,u_0137,81,83,61,2025-01-07
perf_p_00638,p_00638,u_0138,79,55,53,2025-12-16
perf_p_00639,p_00639,u_0138,54,69,61,2025-09-19
perf_p_00640,p_00640,u_0138,53,74,71,2025-11-19
perf_p_00641,p_00641,u_0138,62,68,63,2025-08-22
perf_p_00642,p_00642,u_0139,66,84,60,2025-06-02
perf_p_00643,p_00643,u_0139,77,87,65,2024-10-30
perf_p_00645,p_00645,u_0140,47,53,53,2026-01-25
perf_p_00646,p_00646,u_0140,54,56,43,2025-11-20
perf_p_00648,p_00648,u_0141,66,65,75,2024-10-05
perf_p_00649,p_00649,u_0141,65,68,65,2025-08-09
perf_p_00651,p_00651,u_0142,73,69,70,2025-01-03
perf_p_00652,p_00652,u_0142,70,72,66,2024-12-06
perf_p_00653,p_00653,u_0142,64,64,65,2025-02-06
perf_p_00654,p_00654,u_0142,64,62,62,2025-05-18
perf_p_00656,p_00656,u_0143,100,100,66,2026-03-01
perf_p_00657,p_00657,u_0143,81,80,77,2024-12-23
perf_p_00658,p_00658,u_0143,86,61,100,2024-11-30
perf_p_00659,p_00659,u_0143,76,94,75,2025-03-18
perf_p_00660,p_00660,u_0143,93,89,76,2024-12-01
perf_p_00661,p_00661,u_0144,89,72,84,2025-06-05
perf_p_00662,p_00662,u_0144,88,95,78,2026-03-17
perf_p_00663,p_00663,u_0144,88,76,82,2026-01-08
perf_p_00665,p_00665,u_0144,74,87,100,2025-06-19
perf_p_00666,p_00666,u_0144,83,64,75,2025-10-24
perf_p_00667,p_00667,u_0144,98,94,69,2025-06-17
perf_p_00669,p_00669,u_0145,64,56,56,2025-06-19
perf_p_00670,p_00670,u_0145,43,54,69,2025-08-02
perf_p_00671,p_00671,u_0146,77,74,64,2025-07-02
perf_p_00672,p_00672,u_0146,65,68,50,2025-12-26
perf_p_00673,p_00673,u_0146,59,62,61,2026-04-05
perf_p_00674,p_00674,u_0147,80,79,67,2025-08-31
perf_p_00676,p_00676,u_0147,74,64,75,2026-03-10
perf_p_00677,p_00677,u_0148,74,77,62,2025-05-30
perf_p_00678,p_00678,u_0148,71,90,74,2026-01-22
perf_p_00679,p_00679,u_0148,82,73,74,2025-04-11
perf_p_00680,p_00680,u_0148,83,69,72,2025-12-17
perf_p_00681,p_00681,u_0148,99,80,76,2025-02-28
perf_p_00682,p_00682,u_0148,74,72,61,2025-06-28
perf_p_00683,p_00683,u_0148,92,71,74,2025-05-09
perf_p_00684,p_00684,u_0148,75,90,57,2025-01-15
perf_p_00687,p_00687,u_0149,88,75,71,2025-01-02
perf_p_00688,p_00688,u_0149,66,67,78,2025-10-26
perf_p_00689,p_00689,u_0150,72,47,49,2025-04-21
perf_p_00690,p_00690,u_0150,46,62,48,2024-12-28
perf_p_00691,p_00691,u_0151,80,62,51,2025-08-02
perf_p_00692,p_00692,u_0151,59,69,68,2025-12-30
perf_p_00693,p_00693,u_0151,82,64,93,2025-02-18
perf_p_00694,p_00694,u_0152,77,67,63,2025-08-19
perf_p_00695,p_00695,u_0152,83,71,49,2024-12-20
perf_p_00696,p_00696,u_0152,61,79,79,2024-10-10
perf_p_00698,p_00698,u_0152,70,65,62,2026-02-08
perf_p_00699,p_00699,u_0153,97,81,75,2025-08-09
perf_p_00700,p_00700,u_0153,60,77,74,2026-01-07
perf_p_00701,p_00701,u_0153,74,59,95,2025-10-14
perf_p_00702,p_00702,u_0153,85,63,71,2025-02-23
perf_p_00703,p_00703,u_0153,68,86,79,2025-04-03
perf_p_00704,p_00704,u_0154,69,52,61,2024-10-12
perf_p_00705,p_00705,u_0154,60,66,53,2025-05-16
perf_p_00706,p_00706,u_0154,71,63,22,2026-02-05
perf_p_00708,p_00708,u_0156,78,73,97,2025-02-21
perf_p_00710,p_00710,u_0156,72,88,100,2024-11-21
perf_p_00711,p_00711,u_0156,92,88,74,2026-01-05
perf_p_00712,p_00712,u_0156,71,90,81,2025-11-12
perf_p_00713,p_00713,u_0156,100,82,66,2026-03-11
perf_p_00714,p_00714,u_0156,86,85,72,2024-11-11
perf_p_00715,p_00715,u_0156,87,97,94,2025-09-18
perf_p_00716,p_00716,u_0157,42,37,69,2025-12-05
perf_p_00717,p_00717,u_0157,53,58,58,2026-04-27
perf_p_00718,p_00718,u_0157,64,56,47,2025-03-03
perf_p_00719,p_00719,u_0158,48,66,58,2026-01-18
perf_p_00720,p_00720,u_0158,63,57,58,2024-11-25
perf_p_00721,p_00721,u_0159,56,74,67,2025-08-27
perf_p_00722,p_00722,u_0159,55,66,79,2025-12-16
perf_p_00723,p_00723,u_0159,67,57,50,2025-02-09
perf_p_00724,p_00724,u_0159,62,67,66,2025-09-25
perf_p_00725,p_00725,u_0160,57,63,60,2026-04-15
perf_p_00726,p_00726,u_0160,86,62,56,2025-12-05
perf_p_00727,p_00727,u_0160,69,64,69,2025-07-07
perf_p_00728,p_00728,u_0160,67,74,59,2025-05-02
perf_p_00730,p_00730,u_0160,78,71,61,2025-06-03
perf_p_00731,p_00731,u_0161,70,48,63,2026-02-22
perf_p_00733,p_00733,u_0161,46,63,58,2025-02-17
perf_p_00734,p_00734,u_0162,80,59,59,2026-02-28
perf_p_00735,p_00735,u_0162,57,84,59,2026-03-02
perf_p_00736,p_00736,u_0162,72,58,68,2025-10-04
perf_p_00737,p_00737,u_0162,96,72,61,2025-04-28
perf_p_00738,p_00738,u_0162,79,78,80,2025-01-11
perf_p_00739,p_00739,u_0162,66,62,41,2024-09-23
perf_p_00740,p_00740,u_0163,63,66,33,2026-03-01
perf_p_00741,p_00741,u_0163,71,46,50,2024-12-21
perf_p_00743,p_00743,u_0164,59,67,48,2025-06-15
perf_p_00744,p_00744,u_0164,46,51,51,2024-11-07
perf_p_00745,p_00745,u_0165,63,70,83,2025-05-19
perf_p_00746,p_00746,u_0165,83,98,72,2025-05-19
perf_p_00747,p_00747,u_0165,70,84,97,2025-03-11
perf_p_00748,p_00748,u_0165,97,85,74,2025-03-24
perf_p_00749,p_00749,u_0165,82,79,52,2025-01-24
perf_p_00750,p_00750,u_0166,80,81,81,2026-01-12
perf_p_00751,p_00751,u_0166,97,69,82,2024-11-02
perf_p_00752,p_00752,u_0166,78,94,80,2024-12-05
perf_p_00753,p_00753,u_0166,88,77,79,2025-04-19
perf_p_00754,p_00754,u_0166,77,77,91,2025-01-03
perf_p_00755,p_00755,u_0166,84,79,66,2025-03-29
perf_p_00756,p_00756,u_0166,71,74,80,2025-05-26
perf_p_00757,p_00757,u_0166,52,82,62,2026-01-28
perf_p_00758,p_00758,u_0167,65,63,57,2025-07-14
perf_p_00759,p_00759,u_0167,72,68,81,2025-08-26
perf_p_00760,p_00760,u_0167,69,82,62,2025-03-16
perf_p_00761,p_00761,u_0167,82,61,67,2026-02-14
perf_p_00762,p_00762,u_0168,52,57,64,2025-07-19
perf_p_00763,p_00763,u_0168,62,72,66,2025-08-27
perf_p_00764,p_00764,u_0168,49,46,61,2025-05-06
perf_p_00765,p_00765,u_0169,87,72,80,2025-08-04
perf_p_00766,p_00766,u_0169,73,58,56,2025-04-14
perf_p_00767,p_00767,u_0169,50,64,63,2025-02-18
perf_p_00768,p_00768,u_0169,75,79,70,2025-02-18
perf_p_00769,p_00769,u_0169,77,64,79,2026-01-09
perf_p_00772,p_00772,u_0170,61,55,68,2025-06-07
perf_p_00773,p_00773,u_0170,64,50,71,2025-07-18
perf_p_00777,p_00777,u_0172,66,76,63,2025-07-30
perf_p_00778,p_00778,u_0172,53,59,70,2025-10-18
perf_p_00779,p_00779,u_0172,72,68,70,2025-11-03
perf_p_00780,p_00780,u_0172,70,59,84,2025-12-22
perf_p_00781,p_00781,u_0172,72,68,64,2025-05-31
perf_p_00782,p_00782,u_0173,65,67,78,2025-08-06
perf_p_00783,p_00783,u_0173,63,74,48,2025-04-19
perf_p_00785,p_00785,u_0173,66,62,58,2025-06-18
perf_p_00786,p_00786,u_0173,77,74,60,2026-01-05
perf_p_00788,p_00788,u_0174,94,100,70,2025-10-15
perf_p_00789,p_00789,u_0174,75,61,69,2025-09-30
perf_p_00790,p_00790,u_0174,84,85,80,2025-08-27
perf_p_00791,p_00791,u_0174,82,91,84,2025-01-26
perf_p_00793,p_00793,u_0174,81,84,75,2025-11-08
perf_p_00794,p_00794,u_0174,93,63,65,2026-04-09
perf_p_00796,p_00796,u_0175,65,76,71,2026-04-20
perf_p_00799,p_00799,u_0177,57,65,46,2024-10-03
perf_p_00800,p_00800,u_0177,65,80,82,2025-07-29
perf_p_00802,p_00802,u_0177,81,67,69,2025-04-18
perf_p_00803,p_00803,u_0177,55,74,79,2025-12-26
perf_p_00805,p_00805,u_0178,79,87,88,2024-10-04
perf_p_00806,p_00806,u_0178,82,91,92,2025-11-22
perf_p_00807,p_00807,u_0178,74,88,93,2026-02-17
perf_p_00808,p_00808,u_0178,87,72,90,2024-10-13
perf_p_00809,p_00809,u_0178,100,76,72,2025-06-27
perf_p_00810,p_00810,u_0178,95,69,71,2024-11-27
perf_p_00811,p_00811,u_0178,59,71,81,2026-02-18
perf_p_00812,p_00812,u_0179,45,58,48,2026-01-03
perf_p_00814,p_00814,u_0180,65,67,85,2025-11-26
perf_p_00815,p_00815,u_0180,72,92,72,2025-02-13
perf_p_00816,p_00816,u_0180,87,84,78,2026-03-05
perf_p_00817,p_00817,u_0180,82,91,65,2025-11-27
perf_p_00818,p_00818,u_0180,97,81,80,2025-10-15
perf_p_00819,p_00819,u_0180,100,95,86,2025-11-22
perf_p_00820,p_00820,u_0180,100,100,67,2026-03-10
perf_p_00821,p_00821,u_0181,75,67,83,2026-04-22
perf_p_00822,p_00822,u_0181,100,72,75,2025-03-23
perf_p_00823,p_00823,u_0181,71,82,70,2025-03-15
perf_p_00824,p_00824,u_0181,93,89,82,2025-01-19
perf_p_00825,p_00825,u_0181,83,57,71,2025-08-12
perf_p_00826,p_00826,u_0181,99,65,74,2025-02-25
perf_p_00827,p_00827,u_0181,78,74,83,2025-04-21
perf_p_00828,p_00828,u_0181,84,79,99,2025-01-15
perf_p_00829,p_00829,u_0181,67,86,68,2025-12-09
perf_p_00831,p_00831,u_0182,100,73,85,2025-12-04
perf_p_00832,p_00832,u_0182,93,82,89,2025-10-05
perf_p_00833,p_00833,u_0182,85,85,99,2026-04-26
perf_p_00834,p_00834,u_0182,87,87,78,2025-04-13
perf_p_00835,p_00835,u_0182,98,95,69,2025-08-01
perf_p_00836,p_00836,u_0182,79,82,89,2024-12-12
perf_p_00837,p_00837,u_0183,92,79,84,2025-12-22
perf_p_00838,p_00838,u_0183,94,97,86,2025-11-15
perf_p_00839,p_00839,u_0183,74,99,67,2024-11-16
perf_p_00840,p_00840,u_0183,100,70,94,2025-07-15
perf_p_00841,p_00841,u_0183,92,100,72,2026-01-06
perf_p_00842,p_00842,u_0183,75,100,88,2025-08-08
perf_p_00843,p_00843,u_0183,100,93,85,2026-02-24
perf_p_00844,p_00844,u_0184,73,78,82,2024-10-20
perf_p_00845,p_00845,u_0184,88,76,78,2025-09-26
perf_p_00846,p_00846,u_0184,61,56,51,2025-11-14
perf_p_00847,p_00847,u_0184,82,90,86,2025-03-15
perf_p_00850,p_00850,u_0185,68,54,87,2025-02-24
perf_p_00851,p_00851,u_0185,78,71,57,2025-06-09
perf_p_00852,p_00852,u_0185,77,68,65,2024-10-07
perf_p_00854,p_00854,u_0186,61,88,90,2025-11-02
perf_p_00855,p_00855,u_0186,76,79,70,2026-03-02
perf_p_00856,p_00856,u_0186,74,74,62,2025-11-14
perf_p_00857,p_00857,u_0187,95,92,84,2026-01-11
perf_p_00858,p_00858,u_0187,79,90,95,2024-09-11
perf_p_00859,p_00859,u_0187,83,83,97,2025-06-01
perf_p_00860,p_00860,u_0187,100,98,74,2024-12-18
perf_p_00861,p_00861,u_0187,100,71,87,2026-04-18
perf_p_00863,p_00863,u_0187,92,94,100,2025-04-29
perf_p_00864,p_00864,u_0187,100,79,68,2025-10-29
perf_p_00866,p_00866,u_0188,69,83,67,2025-07-16
perf_p_00867,p_00867,u_0188,79,57,95,2026-02-25
perf_p_00869,p_00869,u_0188,42,66,64,2025-08-12
perf_p_00870,p_00870,u_0188,93,57,75,2026-04-27
perf_p_00871,p_00871,u_0189,56,36,52,2024-10-30
perf_p_00872,p_00872,u_0190,66,89,46,2024-09-25
perf_p_00873,p_00873,u_0190,85,84,80,2025-08-07
perf_p_00874,p_00874,u_0190,78,93,80,2025-08-29
perf_p_00875,p_00875,u_0190,91,100,91,2025-04-18
perf_p_00876,p_00876,u_0190,82,74,81,2025-12-05
perf_p_00877,p_00877,u_0190,89,87,82,2025-08-22
perf_p_00878,p_00878,u_0190,61,88,78,2025-08-26
perf_p_00879,p_00879,u_0190,88,71,62,2025-08-27
perf_p_00880,p_00880,u_0191,85,88,75,2025-09-20
perf_p_00881,p_00881,u_0191,87,89,79,2025-12-23
perf_p_00885,p_00885,u_0191,88,90,79,2025-07-10
perf_p_00886,p_00886,u_0192,64,62,38,2024-12-04
perf_p_00887,p_00887,u_0192,61,82,46,2025-03-16
perf_p_00890,p_00890,u_0193,52,84,74,2025-04-26
perf_p_00892,p_00892,u_0193,71,71,59,2025-09-08
perf_p_00893,p_00893,u_0194,40,53,39,2024-10-29
perf_p_00894,p_00894,u_0194,53,58,42,2025-05-04
perf_p_00896,p_00896,u_0195,60,37,70,2025-02-27
perf_p_00898,p_00898,u_0195,77,56,49,2025-04-30
perf_p_00899,p_00899,u_0196,81,56,83,2025-11-19
perf_p_00900,p_00900,u_0196,91,75,59,2025-10-26
perf_p_00901,p_00901,u_0196,65,90,92,2026-01-03
perf_p_00902,p_00902,u_0196,68,63,84,2025-07-15
perf_p_00903,p_00903,u_0197,79,70,57,2024-11-18
perf_p_00904,p_00904,u_0197,69,79,71,2025-02-05
perf_p_00905,p_00905,u_0197,66,70,99,2025-05-17
perf_p_00906,p_00906,u_0197,67,65,71,2025-11-14
perf_p_00907,p_00907,u_0197,66,74,69,2025-06-20
perf_p_00908,p_00908,u_0197,68,76,76,2025-02-13
perf_p_00909,p_00909,u_0198,85,87,77,2025-01-09
perf_p_00910,p_00910,u_0198,92,69,77,2026-01-06
perf_p_00911,p_00911,u_0198,85,92,85,2025-12-20
perf_p_00912,p_00912,u_0198,72,93,99,2025-08-26
perf_p_00913,p_00913,u_0198,100,64,100,2025-05-30
perf_p_00914,p_00914,u_0198,88,90,87,2025-03-02
perf_p_00915,p_00915,u_0199,100,77,90,2025-04-29
perf_p_00916,p_00916,u_0199,73,83,84,2025-09-17
perf_p_00917,p_00917,u_0199,91,100,66,2025-11-27
perf_p_00918,p_00918,u_0199,90,75,93,2025-06-24
perf_p_00919,p_00919,u_0199,98,74,99,2025-08-13
perf_p_00920,p_00920,u_0199,81,71,96,2025-09-11
perf_p_00921,p_00921,u_0199,94,90,88,2026-01-30
perf_p_00922,p_00922,u_0200,76,83,91,2025-06-10
perf_p_00923,p_00923,u_0200,97,92,75,2026-04-13
perf_p_00924,p_00924,u_0200,71,73,89,2025-10-07
perf_p_00926,p_00926,u_0200,88,83,88,2024-12-20
perf_p_00927,p_00927,u_0200,71,77,76,2025-05-13
perf_p_00928,p_00928,u_0200,74,93,89,2025-10-19
perf_p_00929,p_00929,u_0200,78,81,75,2025-12-05
